/* DATA DESCRIPTION:
Citation:	Antico, Andrés; Aguiar, Ricardo O; Amsler, Mario L (2017): Paraná River daily hydrometric data from Rosario City, Argentina: 1875 to 2017. PANGAEA, https://doi.org/10.1594/PANGAEA.882611, 
	In supplement to: Antico, A et al. (2018): Hydrometric data rescue in the Paraná River Basin. Water Resources Research, 54, 1368-1381, https://doi.org/10.1002/2017WR020897
Coverage:	LATITUDE: -32.933630 * LONGITUDE: -60.643550
	DATE/TIME START: 1875-01-01T00:00:00 * DATE/TIME END: 2017-07-31T00:00:00
Event(s):	Paraná_River_Rosario * LATITUDE: -32.933630 * LONGITUDE: -60.643550 * LOCATION: Rosario City, Argentina, South America * METHOD/DEVICE: Hydrographic station (HYD)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar)
	Water level [m] (WL) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, official
	Water level [m] (WL) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, corrected
	River discharge [m**3/s] (Q) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, official
	River discharge [m**3/s] (Q) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, corrected
	Quality flag [#] (Flag) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: Flag = 1 if the data value passed all the quality checks, and Flag = 0 if the data value did not pass one or more of these checks. That is, if Flag = 0, the data value is considered as suspicious
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	260385 data points
*/
Date/Time	WL [m] (daily, official)	WL [m] (daily, corrected)	Q [m**3/s] (daily, official)	Q [m**3/s] (daily, corrected)	Flag [#] (Flag = 1 if the data value pa...)
1988-11-13	2.58	2.58	15610	15610	1
1988-11-14	2.56	2.56	15543	15543	1
1988-11-15	2.59	2.59	15643	15643	1
1988-11-16	2.56	2.56	15543	15543	1
1988-11-17	2.48	2.48	15280	15280	1
1988-11-18	2.41	2.41	15050	15050	1
1988-11-19	2.36	2.36	14888	14888	1
1988-11-20	2.32	2.32	14758	14758	1
1988-11-21	2.20	2.20	14372	14372	1
1988-11-22	2.24	2.24	14500	14500	1
1988-11-23	2.28	2.28	14629	14629	1
1988-11-24	2.25	2.25	14532	14532	1
1988-11-25	2.20	2.20	14372	14372	1
1988-11-26	2.12	2.12	14117	14117	1
1988-11-27	2.03	2.03	13833	13833	1
1988-11-28	2.05	2.05	13896	13896	1
1988-11-29	1.90	1.90	13426	13426	1
1988-11-30	1.74	1.74	12933	12933	1
1988-12-01	1.70	1.70	12811	12811	1
1988-12-02	1.68	1.68	12751	12751	1
1988-12-03	1.62	1.62	12569	12569	1
1988-12-04	1.55	1.55	12358	12358	1
1988-12-05	1.56	1.56	12388	12388	1
1988-12-06	1.56	1.56	12388	12388	1
1988-12-07	1.56	1.56	12388	12388	1
1988-12-08	1.56	1.56	12388	12388	1
1988-12-09	1.61	1.61	12539	12539	1
1988-12-10	1.56	1.56	12388	12388	1
1988-12-11	1.45	1.45	12060	12060	1
1988-12-12	1.40	1.40	11912	11912	1
1988-12-13	1.32	1.32	11677	11677	1
1988-12-14	1.39	1.39	11883	11883	1
1988-12-15	1.42	1.42	11971	11971	1
1988-12-16	1.36	1.36	11794	11794	1
1988-12-17	1.42	1.42	11971	11971	1
1988-12-18	1.35	1.35	11765	11765	1
1988-12-19	1.29	1.29	11589	11589	1
1988-12-20	1.23	1.23	11415	11415	1
1988-12-21	1.23	1.23	11415	11415	1
1988-12-22	1.16	1.16	11213	11213	1
1988-12-23	1.09	1.09	11012	11012	1
1988-12-24	1.05	1.05	10898	10898	1
1988-12-25	1.08	1.08	10984	10984	1
1988-12-26	1.12	1.12	11098	11098	1
1988-12-27	1.16	1.16	11213	11213	1
1988-12-28	1.16	1.16	11213	11213	1
1988-12-29	1.29	1.29	11589	11589	1
1988-12-30	1.19	1.19	11299	11299	1
1988-12-31	1.06	1.06	10927	10927	1
1989-01-01	1.00	1.00	10756	10756	1
1989-01-02	0.90	0.90	10475	10475	1
1989-01-03	0.86	0.86	10364	10364	1
1989-01-04	0.84	0.84	10308	10308	1
1989-01-05	0.86	0.86	10364	10364	1
1989-01-06	0.84	0.84	10308	10308	1
1989-01-07	0.75	0.75	10059	10059	1
1989-01-08	0.79	0.79	10169	10169	1
1989-01-09	0.88	0.88	10419	10419	1
1989-01-10	0.96	0.96	10644	10644	1
1989-01-11	1.05	1.05	10898	10898	1
1989-01-12	1.04	1.04	10870	10870	1
1989-01-13	1.10	1.10	11041	11041	1
1989-01-14	1.17	1.17	11242	11242	1
1989-01-15	1.20	1.20	11328	11328	1
1989-01-16	1.26	1.26	11502	11502	1
1989-01-17	1.40	1.40	11912	11912	1
1989-01-18	1.45	1.45	12060	12060	1
1989-01-19	1.46	1.46	12090	12090	1
1989-01-20	1.54	1.54	12328	12328	1
1989-01-21	1.54	1.54	12328	12328	1
1989-01-22	1.62	1.62	12569	12569	1
1989-01-23	1.82	1.82	13179	13179	1
1989-01-24	1.91	1.91	13457	13457	1
1989-01-25	2.00	2.00	13738	13738	1
1989-01-26	2.08	2.08	13990	13990	1
1989-01-27	2.28	2.28	14629	14629	1
1989-01-28	2.44	2.44	15148	15148	1
1989-01-29	2.55	2.55	15510	15510	1
1989-01-30	2.60	2.60	15676	15676	1
1989-01-31	2.73	2.73	16111	16111	1
1989-02-01	2.83	2.83	16448	16448	1
1989-02-02	2.94	2.94	16823	16823	1
1989-02-03	3.02	3.02	17099	17099	1
1989-02-04	3.10	3.10	17376	17376	1
1989-02-05	3.15	3.15	17550	17550	1
1989-02-06	3.15	3.15	17550	17550	1
1989-02-07	3.14	3.14	17515	17515	1
1989-02-08	3.19	3.19	17690	17690	1
1989-02-09	3.29	3.29	18042	18042	1
1989-02-10	3.35	3.35	18255	18255	1
1989-02-11	3.36	3.36	18290	18290	1
1989-02-12	3.38	3.38	18361	18361	1
1989-02-13	3.42	3.42	18504	18504	1
1989-02-14	3.46	3.46	18647	18647	1
1989-02-15	3.51	3.51	18827	18827	1
1989-02-16	3.55	3.55	18972	18972	1
1989-02-17	3.56	3.56	19008	19008	1
1989-02-18	3.59	3.59	19117	19117	1
1989-02-19	3.60	3.60	19153	19153	1
1989-02-20	3.63	3.63	19262	19262	1
1989-02-21	3.70	3.70	19517	19517	1
1989-02-22	3.75	3.75	19701	19701	1
1989-02-23	3.75	3.75	19701	19701	1
1989-02-24	3.75	3.75	19701	19701	1
1989-02-25	3.77	3.77	19775	19775	1
1989-02-26	3.81	3.81	19922	19922	1
1989-02-27	3.82	3.82	19959	19959	1
1989-02-28	3.86	3.86	20107	20107	1
1989-03-01	3.88	3.88	20182	20182	1
1989-03-02	3.90	3.90	20256	20256	1
1989-03-03	3.90	3.90	20256	20256	1
1989-03-04	3.90	3.90	20256	20256	1
1989-03-05	3.97	3.97	20518	20518	1
1989-03-06	4.01	4.01	20668	20668	1
1989-03-07	4.02	4.02	20705	20705	1
1989-03-08	4.02	4.02	20705	20705	1
1989-03-09	4.04	4.04	20781	20781	1
1989-03-10	4.04	4.04	20781	20781	1
1989-03-11	4.09	4.09	20969	20969	1
1989-03-12	4.04	4.04	20781	20781	1
1989-03-13	4.18	4.18	21311	21311	1
1989-03-14	4.24	4.24	21540	21540	1
1989-03-15	4.24	4.24	21540	21540	1
1989-03-16	4.24	4.24	21540	21540	1
1989-03-17	4.26	4.26	21617	21617	1
1989-03-18	4.26	4.26	21617	21617	1
1989-03-19	4.26	4.26	21617	21617	1
1989-03-20	4.27	4.27	21655	21655	1
1989-03-21	4.30	4.30	21771	21771	1
1989-03-22	4.30	4.30	21771	21771	1
1989-03-23	4.28	4.28	21694	21694	1
1989-03-24	4.28	4.28	21694	21694	1
1989-03-25	4.32	4.32	21848	21848	1
1989-03-26	4.32	4.32	21848	21848	1
1989-03-27	4.32	4.32	21848	21848	1
1989-03-28	4.32	4.32	21848	21848	1
1989-03-29	4.32	4.32	21848	21848	1
1989-03-30	4.29	4.29	21732	21732	1
1989-03-31	4.28	4.28	21694	21694	1
1989-04-01	4.30	4.30	21771	21771	1
1989-04-02	4.27	4.27	21655	21655	1
1989-04-03	4.26	4.26	21617	21617	1
1989-04-04	4.22	4.22	21464	21464	1
1989-04-05	4.19	4.19	21349	21349	1
1989-04-06	4.18	4.18	21311	21311	1
1989-04-07	4.18	4.18	21311	21311	1
1989-04-08	4.16	4.16	21235	21235	1
1989-04-09	4.41	4.41	22196	22196	1
1989-04-10	4.18	4.18	21311	21311	1
1989-04-11	4.20	4.20	21387	21387	1
1989-04-12	4.18	4.18	21311	21311	1
1989-04-13	4.16	4.16	21235	21235	1
1989-04-14	4.13	4.13	21121	21121	1
1989-04-15	4.12	4.12	21083	21083	1
1989-04-16	4.12	4.12	21083	21083	1
1989-04-17	4.12	4.12	21083	21083	1
1989-04-18	4.12	4.12	21083	21083	1
1989-04-19	4.14	4.14	21159	21159	1
1989-04-20	4.16	4.16	21235	21235	1
1989-04-21	4.15	4.15	21197	21197	1
1989-04-22	4.14	4.14	21159	21159	1
1989-04-23	4.15	4.15	21197	21197	1
1989-04-24	4.18	4.18	21311	21311	1
1989-04-25	4.17	4.17	21273	21273	1
1989-04-26	4.16	4.16	21235	21235	1
1989-04-27	4.14	4.14	21159	21159	1
1989-04-28	4.14	4.14	21159	21159	1
1989-04-29	4.10	4.10	21007	21007	1
1989-04-30	4.09	4.09	20969	20969	1
1989-05-01	4.09	4.09	20969	20969	1
1989-05-02	4.07	4.07	20894	20894	1
1989-05-03	4.06	4.06	20856	20856	1
1989-05-04	4.02	4.02	20705	20705	1
1989-05-05	4.02	4.02	20705	20705	1
1989-05-06	4.01	4.01	20668	20668	1
1989-05-07	4.00	4.00	20630	20630	1
1989-05-08	4.00	4.00	20630	20630	1
1989-05-09	3.79	3.79	19848	19848	1
1989-05-10	3.96	3.96	20480	20480	1
1989-05-11	3.92	3.92	20331	20331	1
1989-05-12	3.89	3.89	20219	20219	1
1989-05-13	3.89	3.89	20219	20219	1
1989-05-14	3.89	3.89	20219	20219	1
1989-05-15	3.88	3.88	20182	20182	1
1989-05-16	3.86	3.86	20107	20107	1
1989-05-17	3.86	3.86	20107	20107	1
1989-05-18	3.86	3.86	20107	20107	1
1989-05-19	3.90	3.90	20256	20256	1
1989-05-20	3.90	3.90	20256	20256	1
1989-05-21	3.90	3.90	20256	20256	1
1989-05-22	3.91	3.91	20293	20293	1
1989-05-23	3.90	3.90	20256	20256	1
1989-05-24	3.90	3.90	20256	20256	1
1989-05-25	3.89	3.89	20219	20219	1
1989-05-26	3.92	3.92	20331	20331	1
1989-05-27	3.92	3.92	20331	20331	1
1989-05-28	3.90	3.90	20256	20256	1
1989-05-29	3.87	3.87	20145	20145	1
1989-05-30	3.87	3.87	20145	20145	1
1989-05-31	3.84	3.84	20033	20033	1
1989-06-01	3.80	3.80	19885	19885	1
1989-06-02	3.78	3.78	19811	19811	1
1989-06-03	3.77	3.77	19775	19775	1
1989-06-04	3.73	3.73	19628	19628	1
1989-06-05	3.72	3.72	19591	19591	1
1989-06-06	3.71	3.71	19554	19554	1
1989-06-07	3.68	3.68	19444	19444	1
1989-06-08	3.66	3.66	19371	19371	1
1989-06-09	3.62	3.62	19226	19226	1
1989-06-10	3.59	3.59	19117	19117	1
1989-06-11	3.58	3.58	19080	19080	1
1989-06-12	3.55	3.55	18972	18972	1
1989-06-13	3.51	3.51	18827	18827	1
1989-06-14	3.48	3.48	18719	18719	1
1989-06-15	3.42	3.42	18504	18504	1
1989-06-16	3.38	3.38	18361	18361	1
1989-06-17	3.36	3.36	18290	18290	1
1989-06-18	3.35	3.35	18255	18255	1
1989-06-19	3.32	3.32	18148	18148	1
1989-06-20	3.28	3.28	18007	18007	1
1989-06-21	3.28	3.28	18007	18007	1
1989-06-22	3.28	3.28	18007	18007	1
1989-06-23	3.30	3.30	18077	18077	1
1989-06-24	3.28	3.28	18007	18007	1
1989-06-25	3.25	3.25	17901	17901	1
1989-06-26	3.30	3.30	18077	18077	1
1989-06-27	3.27	3.27	17971	17971	1
1989-06-28	3.27	3.27	17971	17971	1
1989-06-29	3.28	3.28	18007	18007	1
1989-06-30	3.32	3.32	18148	18148	1
1989-07-01	3.32	3.32	18148	18148	1
1989-07-02	3.32	3.32	18148	18148	1
1989-07-03	3.30	3.30	18077	18077	1
1989-07-04	3.36	3.36	18290	18290	1
1989-07-05	3.34	3.34	18219	18219	1
1989-07-06	3.32	3.32	18148	18148	1
1989-07-07	3.35	3.35	18255	18255	1
1989-07-08	3.37	3.37	18326	18326	1
1989-07-09	3.37	3.37	18326	18326	1
1989-07-10	3.38	3.38	18361	18361	1
1989-07-11	3.38	3.38	18361	18361	1
1989-07-12	3.40	3.40	18433	18433	1
1989-07-13	3.42	3.42	18504	18504	1
1989-07-14	3.42	3.42	18504	18504	1
1989-07-15	3.46	3.46	18647	18647	1
1989-07-16	3.46	3.46	18647	18647	1
1989-07-17	3.52	3.52	18863	18863	1
1989-07-18	3.52	3.52	18863	18863	1
1989-07-19	3.52	3.52	18863	18863	1
1989-07-20	3.52	3.52	18863	18863	1
1989-07-21	3.52	3.52	18863	18863	1
1989-07-22	3.50	3.50	18791	18791	1
1989-07-23	3.48	3.48	18719	18719	1
1989-07-24	3.52	3.52	18863	18863	1
1989-07-25	3.48	3.48	18719	18719	1
1989-07-26	3.46	3.46	18647	18647	1
1989-07-27	3.46	3.46	18647	18647	1
1989-07-28	3.46	3.46	18647	18647	1
1989-07-29	3.43	3.43	18540	18540	1
1989-07-30	3.42	3.42	18504	18504	1
1989-07-31	3.36	3.36	18290	18290	1
1989-08-01	3.36	3.36	18290	18290	1
1989-08-02	3.36	3.36	18290	18290	1
1989-08-03	3.35	3.35	18255	18255	1
1989-08-04	3.34	3.34	18219	18219	1
1989-08-05	3.30	3.30	18077	18077	1
1989-08-06	3.27	3.27	17971	17971	1
1989-08-07	3.24	3.24	17866	17866	1
1989-08-08	3.22	3.22	17795	17795	1
1989-08-09	3.22	3.22	17795	17795	1
1989-08-10	3.22	3.22	17795	17795	1
1989-08-11	3.25	3.25	17901	17901	1
1989-08-12	3.30	3.30	18077	18077	1
1989-08-13	3.33	3.33	18184	18184	1
1989-08-14	3.36	3.36	18290	18290	1
1989-08-15	3.39	3.39	18397	18397	1
1989-08-16	3.44	3.44	18576	18576	1
1989-08-17	3.46	3.46	18647	18647	1
1989-08-18	3.48	3.48	18719	18719	1
1989-08-19	3.53	3.53	18899	18899	1
1989-08-20	3.54	3.54	18935	18935	1
1989-08-21	3.55	3.55	18972	18972	1
1989-08-22	3.69	3.69	19481	19481	1
1989-08-23	3.72	3.72	19591	19591	1
1989-08-24	3.74	3.74	19664	19664	1
1989-08-25	3.72	3.72	19591	19591	1
1989-08-26	3.72	3.72	19591	19591	1
1989-08-27	3.69	3.69	19481	19481	1
1989-08-28	3.70	3.70	19517	19517	1
1989-08-29	3.72	3.72	19591	19591	1
1989-08-30	3.72	3.72	19591	19591	1
1989-08-31	3.73	3.73	19628	19628	1
1989-09-01	3.72	3.72	19591	19591	1
1989-09-02	3.72	3.72	19591	19591	1
1989-09-03	3.72	3.72	19591	19591	1
1989-09-04	3.72	3.72	19591	19591	1
1989-09-05	3.72	3.72	19591	19591	1
1989-09-06	3.73	3.73	19628	19628	1
1989-09-07	3.76	3.76	19738	19738	1
1989-09-08	3.78	3.78	19811	19811	1
1989-09-09	3.82	3.82	19959	19959	1
1989-09-10	3.83	3.83	19996	19996	1
1989-09-11	3.86	3.86	20107	20107	1
1989-09-12	3.86	3.86	20107	20107	1
1989-09-13	3.86	3.86	20107	20107	1
1989-09-14	3.86	3.86	20107	20107	1
1989-09-15	3.90	3.90	20256	20256	1
1989-09-16	3.92	3.92	20331	20331	1
1989-09-17	3.94	3.94	20405	20405	1
1989-09-18	4.00	4.00	20630	20630	1
1989-09-19	4.01	4.01	20668	20668	1
1989-09-20	4.02	4.02	20705	20705	1
1989-09-21	4.05	4.05	20818	20818	1
1989-09-22	4.07	4.07	20894	20894	1
1989-09-23	4.08	4.08	20931	20931	1
1989-09-24	4.10	4.10	21007	21007	1
1989-09-25	4.13	4.13	21121	21121	1
1989-09-26	4.16	4.16	21235	21235	1
1989-09-27	4.18	4.18	21311	21311	1
1989-09-28	4.20	4.20	21387	21387	1
1989-09-29	4.20	4.20	21387	21387	1
1989-09-30	4.21	4.21	21425	21425	1
1989-10-01	4.23	4.23	21502	21502	1
1989-10-02	4.26	4.26	21617	21617	1
1989-10-03	4.29	4.29	21732	21732	1
1989-10-04	4.32	4.32	21848	21848	1
1989-10-05	4.36	4.36	22002	22002	1
1989-10-06	4.38	4.38	22079	22079	1
1989-10-07	4.40	4.40	22157	22157	1
1989-10-08	4.42	4.42	22234	22234	1
1989-10-09	4.46	4.46	22390	22390	1
1989-10-10	4.50	4.50	22546	22546	1
1989-10-11	4.52	4.52	22625	22625	1
1989-10-12	4.54	4.54	22703	22703	1
1989-10-13	4.52	4.52	22625	22625	1
1989-10-14	4.53	4.53	22664	22664	1
1989-10-15	4.55	4.55	22742	22742	1
1989-10-16	4.55	4.55	22742	22742	1
1989-10-17	4.56	4.56	22781	22781	1
1989-10-18	4.56	4.56	22781	22781	1
1989-10-19	4.57	4.57	22821	22821	1
1989-10-20	4.58	4.58	22860	22860	1
1989-10-21	4.56	4.56	22781	22781	1
1989-10-22	4.55	4.55	22742	22742	1
1989-10-23	4.56	4.56	22781	22781	1
1989-10-24	4.56	4.56	22781	22781	1
1989-10-25	4.56	4.56	22781	22781	1
1989-10-26	4.55	4.55	22742	22742	1
1989-10-27	4.54	4.54	22703	22703	1
1989-10-28	4.54	4.54	22703	22703	1
1989-10-29	4.53	4.53	22664	22664	1
1989-10-30	4.50	4.50	22546	22546	1
1989-10-31	4.50	4.50	22546	22546	1
1989-11-01	4.51	4.51	22585	22585	1
1989-11-02	4.51	4.51	22585	22585	1
1989-11-03	4.52	4.52	22625	22625	1
1989-11-04	4.50	4.50	22546	22546	1
1989-11-05	4.47	4.47	22429	22429	1
1989-11-06	4.46	4.46	22390	22390	1
1989-11-07	4.46	4.46	22390	22390	1
1989-11-08	4.45	4.45	22351	22351	1
1989-11-09	4.45	4.45	22351	22351	1
1989-11-10	4.42	4.42	22234	22234	1
1989-11-11	4.42	4.42	22234	22234	1
1989-11-12	4.43	4.43	22273	22273	1
1989-11-13	4.39	4.39	22118	22118	1
1989-11-14	4.42	4.42	22234	22234	1
1989-11-15	4.44	4.44	22312	22312	1
1989-11-16	4.42	4.42	22234	22234	1
1989-11-17	4.42	4.42	22234	22234	1
1989-11-18	4.41	4.41	22196	22196	1
1989-11-19	4.39	4.39	22118	22118	1
1989-11-20	4.36	4.36	22002	22002	1
1989-11-21	4.34	4.34	21925	21925	1
1989-11-22	4.34	4.34	21925	21925	1
1989-11-23	4.32	4.32	21848	21848	1
1989-11-24	4.30	4.30	21771	21771	1
1989-11-25	4.27	4.27	21655	21655	1
1989-11-26	4.25	4.25	21579	21579	1
1989-11-27	4.22	4.22	21464	21464	1
1989-11-28	4.20	4.20	21387	21387	1
1989-11-29	4.16	4.16	21235	21235	1
1989-11-30	4.11	4.11	21045	21045	1
1989-12-01	4.04	4.04	20781	20781	1
1989-12-02	4.04	4.04	20781	20781	1
1989-12-03	4.02	4.02	20705	20705	1
1989-12-04	3.96	3.96	20480	20480	1
1989-12-05	3.88	3.88	20182	20182	1
1989-12-06	3.80	3.80	19885	19885	1
1989-12-07	3.78	3.78	19811	19811	1
1989-12-08	3.75	3.75	19701	19701	1
1989-12-09	3.73	3.73	19628	19628	1
1989-12-10	3.70	3.70	19517	19517	1
1989-12-11	3.67	3.67	19408	19408	1
1989-12-12	3.56	3.56	19008	19008	1
1989-12-13	3.52	3.52	18863	18863	1
1989-12-14	3.48	3.48	18719	18719	1
1989-12-15	3.44	3.44	18576	18576	1
1989-12-16	3.40	3.40	18433	18433	1
1989-12-17	3.32	3.32	18148	18148	1
1989-12-18	3.18	3.18	17655	17655	1
1989-12-19	3.16	3.16	17585	17585	1
1989-12-20	3.12	3.12	17445	17445	1
1989-12-21	3.10	3.10	17376	17376	1
1989-12-22	3.02	3.02	17099	17099	1
1989-12-23	2.93	2.93	16789	16789	1
1989-12-24	2.85	2.85	16516	16516	1
1989-12-25	2.83	2.83	16448	16448	1
1989-12-26	2.82	2.82	16414	16414	1
1989-12-27	2.81	2.81	16381	16381	1
1989-12-28	2.81	2.81	16381	16381	1
1989-12-29	2.82	2.82	16414	16414	1
1989-12-30	2.80	2.80	16347	16347	1
1989-12-31	2.80	2.80	16347	16347	1
1990-01-01	2.78	2.78	16279	16279	1
1990-01-02	2.86	2.86	16550	16550	1
1990-01-03	2.86	2.86	16550	16550	1
1990-01-04	2.82	2.82	16414	16414	1
1990-01-05	2.80	2.80	16347	16347	1
1990-01-06	2.82	2.82	16414	16414	1
1990-01-07	2.84	2.84	16482	16482	1
1990-01-08	2.90	2.90	16687	16687	1
1990-01-09	3.00	3.00	17030	17030	1
1990-01-10	2.98	2.98	16961	16961	1
1990-01-11	2.97	2.97	16926	16926	1
1990-01-12	2.93	2.93	16789	16789	1
1990-01-13	2.95	2.95	16858	16858	1
1990-01-14	2.98	2.98	16961	16961	1
1990-01-15	3.01	3.01	17064	17064	1
1990-01-16	3.04	3.04	17168	17168	1
1990-01-17	3.09	3.09	17341	17341	1
1990-01-18	3.10	3.10	17376	17376	1
1990-01-19	3.16	3.16	17585	17585	1
1990-01-20	3.22	3.22	17795	17795	1
1990-01-21	3.25	3.25	17901	17901	1
1990-01-22	3.29	3.29	18042	18042	1
1990-01-23	3.32	3.32	18148	18148	1
1990-01-24	3.36	3.36	18290	18290	1
1990-01-25	3.42	3.42	18504	18504	1
1990-01-26	3.47	3.47	18683	18683	1
1990-01-27	3.50	3.50	18791	18791	1
1990-01-28	3.53	3.53	18899	18899	1
1990-01-29	3.57	3.57	19044	19044	1
1990-01-30	3.71	3.71	19554	19554	1
1990-01-31	3.83	3.83	19996	19996	1
1990-02-01	3.98	3.98	20555	20555	1
1990-02-02	3.98	3.98	20555	20555	1
1990-02-03	4.03	4.03	20743	20743	1
1990-02-04	4.07	4.07	20894	20894	1
1990-02-05	4.20	4.20	21387	21387	1
1990-02-06	4.23	4.23	21502	21502	1
1990-02-07	4.27	4.27	21655	21655	1
1990-02-08	4.32	4.32	21848	21848	1
1990-02-09	4.36	4.36	22002	22002	1
1990-02-10	4.40	4.40	22157	22157	1
1990-02-11	4.44	4.44	22312	22312	1
1990-02-12	4.48	4.48	22468	22468	1
1990-02-13	4.59	4.59	22899	22899	1
1990-02-14	4.73	4.73	23454	23454	1
1990-02-15	4.80	4.80	23733	23733	1
1990-02-16	4.88	4.88	24054	24054	1
1990-02-17	4.93	4.93	24256	24256	1
1990-02-18	5.00	5.00	24540	24540	1
1990-02-19	5.00	5.00	24540	24540	1
1990-02-20	5.07	5.07	24825	24825	1
1990-02-21	5.07	5.07	24825	24825	1
1990-02-22	5.11	5.11	24989	24989	1
1990-02-23	5.13	5.13	25071	25071	1
1990-02-24	5.12	5.12	25030	25030	1
1990-02-25	5.12	5.12	25030	25030	1
1990-02-26	5.10	5.10	24948	24948	1
1990-02-27	5.07	5.07	24825	24825	1
1990-02-28	5.07	5.07	24825	24825	1
1990-03-01	5.11	5.11	24989	24989	1
1990-03-02	5.06	5.06	24784	24784	1
1990-03-03	5.04	5.04	24703	24703	1
1990-03-04	5.04	5.04	24703	24703	1
1990-03-05	5.00	5.00	24540	24540	1
1990-03-06	4.95	4.95	24337	24337	1
1990-03-07	4.90	4.90	24135	24135	1
1990-03-08	4.86	4.86	23974	23974	1
1990-03-09	4.82	4.82	23813	23813	1
1990-03-10	4.80	4.80	23733	23733	1
1990-03-11	4.75	4.75	23533	23533	1
1990-03-12	4.68	4.68	23255	23255	1
1990-03-13	4.66	4.66	23176	23176	1
1990-03-14	4.66	4.66	23176	23176	1
1990-03-15	4.60	4.60	22939	22939	1
1990-03-16	4.58	4.58	22860	22860	1
1990-03-17	4.54	4.54	22703	22703	1
1990-03-18	4.50	4.50	22546	22546	1
1990-03-19	4.50	4.50	22546	22546	1
1990-03-20	4.41	4.41	22196	22196	1
1990-03-21	4.36	4.36	22002	22002	1
1990-03-22	4.30	4.30	21771	21771	1
1990-03-23	4.24	4.24	21540	21540	1
1990-03-24	4.15	4.15	21197	21197	1
1990-03-25	4.10	4.10	21007	21007	1
1990-03-26	4.03	4.03	20743	20743	1
1990-03-27	3.94	3.94	20405	20405	1
1990-03-28	3.91	3.91	20293	20293	1
1990-03-29	3.86	3.86	20107	20107	1
1990-03-30	3.80	3.80	19885	19885	1
1990-03-31	3.75	3.75	19701	19701	1
1990-04-01	3.70	3.70	19517	19517	1
1990-04-02	3.60	3.60	19153	19153	1
1990-04-03	3.55	3.55	18972	18972	1
1990-04-04	3.48	3.48	18719	18719	1
1990-04-05	3.48	3.48	18719	18719	1
1990-04-06	3.48	3.48	18719	18719	1
1990-04-07	3.47	3.47	18683	18683	1
1990-04-08	3.47	3.47	18683	18683	1
1990-04-09	3.47	3.47	18683	18683	1
1990-04-10	3.49	3.49	18755	18755	1
1990-04-11	3.45	3.45	18612	18612	1
1990-04-12	3.43	3.43	18540	18540	1
1990-04-13	3.48	3.48	18719	18719	1
1990-04-14	3.48	3.48	18719	18719	1
1990-04-15	3.49	3.49	18755	18755	1
1990-04-16	3.46	3.46	18647	18647	1
1990-04-17	3.44	3.44	18576	18576	1
1990-04-18	3.44	3.44	18576	18576	1
1990-04-19	3.44	3.44	18576	18576	1
1990-04-20	3.54	3.54	18935	18935	1
1990-04-21	3.64	3.64	19298	19298	1
1990-04-22	3.66	3.66	19371	19371	1
1990-04-23	3.72	3.72	19591	19591	1
1990-04-24	3.65	3.65	19335	19335	1
1990-04-25	3.69	3.69	19481	19481	1
1990-04-26	3.80	3.80	19885	19885	1
1990-04-27	3.86	3.86	20107	20107	1
1990-04-28	3.89	3.89	20219	20219	1
1990-04-29	3.92	3.92	20331	20331	1
1990-04-30	3.95	3.95	20443	20443	1
1990-05-01	3.98	3.98	20555	20555	1
1990-05-02	4.00	4.00	20630	20630	1
1990-05-03	4.03	4.03	20743	20743	1
1990-05-04	4.06	4.06	20856	20856	1
1990-05-05	4.06	4.06	20856	20856	1
1990-05-06	4.07	4.07	20894	20894	1
1990-05-07	4.09	4.09	20969	20969	1
1990-05-08	4.12	4.12	21083	21083	1
1990-05-09	4.15	4.15	21197	21197	1
1990-05-10	4.16	4.16	21235	21235	1
1990-05-11	4.16	4.16	21235	21235	1
1990-05-12	4.17	4.17	21273	21273	1
1990-05-13	4.18	4.18	21311	21311	1
1990-05-14	4.22	4.22	21464	21464	1
1990-05-15	4.22	4.22	21464	21464	1
1990-05-16	4.22	4.22	21464	21464	1
1990-05-17	4.22	4.22	21464	21464	1
1990-05-18	4.22	4.22	21464	21464	1
1990-05-19	4.20	4.20	21387	21387	1
1990-05-20	4.19	4.19	21349	21349	1
1990-05-21	4.18	4.18	21311	21311	1
1990-05-22	4.25	4.25	21579	21579	1
1990-05-23	4.28	4.28	21694	21694	1
1990-05-24	4.32	4.32	21848	21848	1
1990-05-25	4.32	4.32	21848	21848	1
1990-05-26	4.29	4.29	21732	21732	1
1990-05-27	4.28	4.28	21694	21694	1
1990-05-28	4.28	4.28	21694	21694	1
1990-05-29	4.27	4.27	21655	21655	1
